[INFO ] 2021-05-16 10:46:32.632 [main] SpringBootTestContextBootstrapper (174)  - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@4d462edc, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@312ddc51, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@330f3046, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@37a2d18c, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4b6e296a, org.springframework.test.context.support.DirtiesContextTestExecutionListener@14feab02, org.springframework.test.context.event.EventPublishingTestExecutionListener@5e3934db, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@7f36b021, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@45a9f3d4, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@246ee6d8, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@33e69162, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@791b9887, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7326f323]
[INFO ] 2021-05-16 10:46:32.852 [main] WebMvcTestContextBootstrapper (305)  - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.nico5310.safetyNetAlerts.controller.PersonControllerTest], using SpringBootContextLoader
[INFO ] 2021-05-16 10:46:32.854 [main] AbstractContextLoader (264)  - Could not detect default resource locations for test class [com.nico5310.safetyNetAlerts.controller.PersonControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
[INFO ] 2021-05-16 10:46:32.855 [main] AnnotationConfigContextLoaderUtils (83)  - Could not detect default configuration classes for test class [com.nico5310.safetyNetAlerts.controller.PersonControllerTest]: PersonControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
[INFO ] 2021-05-16 10:46:32.865 [main] SpringBootTestContextBootstrapper (238)  - Found @SpringBootConfiguration com.nico5310.safetyNetAlerts.SafetyNetAlertsApplication for test class com.nico5310.safetyNetAlerts.controller.PersonControllerTest
[INFO ] 2021-05-16 10:46:32.866 [main] WebMvcTestContextBootstrapper (245)  - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
[INFO ] 2021-05-16 10:46:32.869 [main] WebMvcTestContextBootstrapper (174)  - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@189fe8af, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6f99b8c4, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@5f5c2451, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3b5769b3, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5cea34e6, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7e17e827, org.springframework.test.context.event.EventPublishingTestExecutionListener@40d73518, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@40cdc640, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4d0d97bb, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@c9a18ed, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@759c8393, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5bcda4a6, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7a5c502b]
[INFO ] 2021-05-16 10:46:32.875 [main] SpringBootTestContextBootstrapper (305)  - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.nico5310.safetyNetAlerts.controller.UrlControllerTest], using SpringBootContextLoader
[INFO ] 2021-05-16 10:46:32.877 [main] AbstractContextLoader (264)  - Could not detect default resource locations for test class [com.nico5310.safetyNetAlerts.controller.UrlControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
[INFO ] 2021-05-16 10:46:32.878 [main] AnnotationConfigContextLoaderUtils (83)  - Could not detect default configuration classes for test class [com.nico5310.safetyNetAlerts.controller.UrlControllerTest]: UrlControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
[INFO ] 2021-05-16 10:46:32.889 [main] SpringBootTestContextBootstrapper (238)  - Found @SpringBootConfiguration com.nico5310.safetyNetAlerts.SafetyNetAlertsApplication for test class com.nico5310.safetyNetAlerts.controller.UrlControllerTest
[INFO ] 2021-05-16 10:46:32.896 [main] SpringBootTestContextBootstrapper (245)  - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
[INFO ] 2021-05-16 10:46:32.899 [main] SpringBootTestContextBootstrapper (174)  - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@54500139, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4a1b710, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@119d21ce, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@32fa956b, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@667713c4, org.springframework.test.context.support.DirtiesContextTestExecutionListener@6f67312d, org.springframework.test.context.event.EventPublishingTestExecutionListener@178cfe5e, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@71bb6009, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2f8cb4c9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7934164c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@93a793a, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@232bfb3c, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@69cb296c]
[INFO ] 2021-05-16 10:46:33.011 [main] WebMvcTestContextBootstrapper (305)  - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.nico5310.safetyNetAlerts.controller.FirestationControllerTest], using SpringBootContextLoader
[INFO ] 2021-05-16 10:46:33.015 [main] AbstractContextLoader (264)  - Could not detect default resource locations for test class [com.nico5310.safetyNetAlerts.controller.FirestationControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
[INFO ] 2021-05-16 10:46:33.016 [main] AnnotationConfigContextLoaderUtils (83)  - Could not detect default configuration classes for test class [com.nico5310.safetyNetAlerts.controller.FirestationControllerTest]: FirestationControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
[INFO ] 2021-05-16 10:46:33.025 [main] SpringBootTestContextBootstrapper (238)  - Found @SpringBootConfiguration com.nico5310.safetyNetAlerts.SafetyNetAlertsApplication for test class com.nico5310.safetyNetAlerts.controller.FirestationControllerTest
[INFO ] 2021-05-16 10:46:33.027 [main] WebMvcTestContextBootstrapper (245)  - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
[INFO ] 2021-05-16 10:46:33.030 [main] WebMvcTestContextBootstrapper (174)  - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5b7b5484, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@743a9292, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@6dbfd081, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@4691e2f5, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@47cf41d7, org.springframework.test.context.support.DirtiesContextTestExecutionListener@67c1f5be, org.springframework.test.context.event.EventPublishingTestExecutionListener@74691a1f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@3d26c82d, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5af7a7, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@685e8e17, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@545bc8e1, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5f3705e7, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@8872669]
[INFO ] 2021-05-16 10:46:33.921 [main] FirestationControllerTest (55)  - Starting FirestationControllerTest using Java 11.0.10 on PCNICO with PID 18000 (started by NICO in E:\OpenCLassRooms\Workspace\IntelliJ\Projet5_safetyNetAlerts)
[INFO ] 2021-05-16 10:46:33.957 [main] FirestationControllerTest (675)  - No active profile set, falling back to default profiles: default
[DEBUG] 2021-05-16 10:46:34.012 [main] GenericWebApplicationContext (629)  - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@52e67513
[DEBUG] 2021-05-16 10:46:36.582 [main] RequestMappingHandlerAdapter (625)  - ControllerAdvice beans: 0 @ModelAttribute, 0 @InitBinder, 1 RequestBodyAdvice, 1 ResponseBodyAdvice
[DEBUG] 2021-05-16 10:46:36.777 [main] RequestMappingHandlerMapping (361)  - 6 mappings in 'requestMappingHandlerMapping'
[DEBUG] 2021-05-16 10:46:36.889 [main] SimpleUrlHandlerMapping (188)  - Patterns [/webjars/**, /**] in 'resourceHandlerMapping'
[DEBUG] 2021-05-16 10:46:36.913 [main] ExceptionHandlerExceptionResolver (307)  - ControllerAdvice beans: 0 @ExceptionHandler, 1 ResponseBodyAdvice
[INFO ] 2021-05-16 10:46:37.110 [main] FirestationControllerTest (61)  - Started FirestationControllerTest in 3.992 seconds (JVM running for 7.993)
[DEBUG] 2021-05-16 10:46:37.286 [main] RequestMappingHandlerMapping (522)  - Mapped to com.nico5310.safetyNetAlerts.controller.FirestationController#addFirestation(Firestation)
[DEBUG] 2021-05-16 10:46:37.453 [main] RequestResponseBodyMethodProcessor (91)  - Read "application/json;charset=UTF-8" to [4 le village, 7
]
[INFO ] 2021-05-16 10:46:37.470 [main] FirestationController (35)  - addFirestation POST request SUCCESS
[DEBUG] 2021-05-16 10:46:37.486 [main] RequestResponseBodyMethodProcessor (268)  - Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] 2021-05-16 10:46:37.488 [main] RequestResponseBodyMethodProcessor (91)  - Writing [[]]
[DEBUG] 2021-05-16 10:46:37.566 [main] RequestMappingHandlerMapping (522)  - Mapped to com.nico5310.safetyNetAlerts.controller.FirestationController#deleteFirestation(String)
[ERROR] 2021-05-16 10:46:37.570 [main] FirestationController (60)  - deleteFirestation DELETE request FAILED
[DEBUG] 2021-05-16 10:46:37.573 [main] RequestResponseBodyMethodProcessor (268)  - Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] 2021-05-16 10:46:37.573 [main] RequestResponseBodyMethodProcessor (298)  - Nothing to write: null body
[DEBUG] 2021-05-16 10:46:37.593 [main] RequestMappingHandlerMapping (522)  - Mapped to com.nico5310.safetyNetAlerts.controller.FirestationController#findFirestationAll()
[INFO ] 2021-05-16 10:46:37.594 [main] FirestationController (23)  - findFirestation GET request SUCCESS
[DEBUG] 2021-05-16 10:46:37.595 [main] RequestResponseBodyMethodProcessor (268)  - Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] 2021-05-16 10:46:37.596 [main] RequestResponseBodyMethodProcessor (91)  - Writing [[4 le village, 7
]]
[DEBUG] 2021-05-16 10:46:37.635 [main] RequestMappingHandlerMapping (522)  - Mapped to com.nico5310.safetyNetAlerts.controller.FirestationController#updateFirestation(Firestation)
[DEBUG] 2021-05-16 10:46:37.636 [main] RequestResponseBodyMethodProcessor (91)  - Read "application/json;charset=UTF-8" to [4 le village, 7
]
[INFO ] 2021-05-16 10:46:37.637 [main] FirestationController (47)  - updateFirestation PUT request SUCCESS
[DEBUG] 2021-05-16 10:46:37.639 [main] RequestResponseBodyMethodProcessor (268)  - Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] 2021-05-16 10:46:37.639 [main] RequestResponseBodyMethodProcessor (91)  - Writing [4 le village, 7
]
[INFO ] 2021-05-16 10:46:37.774 [main] MedicalrecordControllerTest (55)  - Starting MedicalrecordControllerTest using Java 11.0.10 on PCNICO with PID 18000 (started by NICO in E:\OpenCLassRooms\Workspace\IntelliJ\Projet5_safetyNetAlerts)
[INFO ] 2021-05-16 10:46:37.776 [main] MedicalrecordControllerTest (675)  - No active profile set, falling back to default profiles: default
[DEBUG] 2021-05-16 10:46:37.780 [main] GenericWebApplicationContext (629)  - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@52b9f698
[DEBUG] 2021-05-16 10:46:38.176 [main] RequestMappingHandlerAdapter (625)  - ControllerAdvice beans: 0 @ModelAttribute, 0 @InitBinder, 1 RequestBodyAdvice, 1 ResponseBodyAdvice
[DEBUG] 2021-05-16 10:46:38.199 [main] RequestMappingHandlerMapping (361)  - 6 mappings in 'requestMappingHandlerMapping'
[DEBUG] 2021-05-16 10:46:38.250 [main] SimpleUrlHandlerMapping (188)  - Patterns [/webjars/**, /**] in 'resourceHandlerMapping'
[DEBUG] 2021-05-16 10:46:38.262 [main] ExceptionHandlerExceptionResolver (307)  - ControllerAdvice beans: 0 @ExceptionHandler, 1 ResponseBodyAdvice
[INFO ] 2021-05-16 10:46:38.332 [main] MedicalrecordControllerTest (61)  - Started MedicalrecordControllerTest in 0.642 seconds (JVM running for 9.215)
[DEBUG] 2021-05-16 10:46:38.341 [main] RequestMappingHandlerMapping (522)  - Mapped to com.nico5310.safetyNetAlerts.controller.MedicalrecordController#findMedicalrecordAll()
[INFO ] 2021-05-16 10:46:38.343 [main] MedicalrecordController (24)  - findMedicalrecordAll GET request SUCCESS
[DEBUG] 2021-05-16 10:46:38.344 [main] RequestResponseBodyMethodProcessor (268)  - Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] 2021-05-16 10:46:38.353 [main] RequestResponseBodyMethodProcessor (91)  - Writing [[nicolas, biancucci, 10/07/1980, [kestin, doliprane], [gramines, pollen]
]]
[DEBUG] 2021-05-16 10:46:38.369 [main] RequestMappingHandlerMapping (522)  - Mapped to com.nico5310.safetyNetAlerts.controller.MedicalrecordController#addMedicalrecord(Medicalrecord)
[DEBUG] 2021-05-16 10:46:38.376 [main] RequestResponseBodyMethodProcessor (91)  - Read "application/json;charset=UTF-8" to [nicolas, biancucci, 10/07/1980, [kestin: 10mg, doliprane:1000mg], [gramines, pollen]
]
[INFO ] 2021-05-16 10:46:38.377 [main] MedicalrecordController (36)  - addMedicalrecord POST request SUCCESS
[DEBUG] 2021-05-16 10:46:38.378 [main] RequestResponseBodyMethodProcessor (268)  - Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] 2021-05-16 10:46:38.379 [main] RequestResponseBodyMethodProcessor (91)  - Writing [[]]
[DEBUG] 2021-05-16 10:46:38.394 [main] RequestMappingHandlerMapping (522)  - Mapped to com.nico5310.safetyNetAlerts.controller.MedicalrecordController#updateMedicalrecord(Medicalrecord, String)
[DEBUG] 2021-05-16 10:46:38.395 [main] RequestResponseBodyMethodProcessor (91)  - Read "application/json;charset=UTF-8" to [nicolas, null, null, null, null
]
[INFO ] 2021-05-16 10:46:38.397 [main] MedicalrecordController (48)  - updateMedicalrecord PUT request SUCCESS
[DEBUG] 2021-05-16 10:46:38.402 [main] RequestResponseBodyMethodProcessor (268)  - Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] 2021-05-16 10:46:38.404 [main] RequestResponseBodyMethodProcessor (91)  - Writing [nicolas, biancucci, 10/07/1980, [kes, doli], [gram, poll]
]
[INFO ] 2021-05-16 10:46:38.459 [main] SafetyNetAlertsApplicationTests (55)  - Starting SafetyNetAlertsApplicationTests using Java 11.0.10 on PCNICO with PID 18000 (started by NICO in E:\OpenCLassRooms\Workspace\IntelliJ\Projet5_safetyNetAlerts)
[INFO ] 2021-05-16 10:46:38.461 [main] SafetyNetAlertsApplicationTests (675)  - No active profile set, falling back to default profiles: default
[DEBUG] 2021-05-16 10:46:38.467 [main] GenericWebApplicationContext (629)  - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@7404cc93
[DEBUG] 2021-05-16 10:46:39.095 [main] RequestMappingHandlerAdapter (625)  - ControllerAdvice beans: 0 @ModelAttribute, 0 @InitBinder, 1 RequestBodyAdvice, 1 ResponseBodyAdvice
[DEBUG] 2021-05-16 10:46:39.130 [main] RequestMappingHandlerMapping (361)  - 21 mappings in 'requestMappingHandlerMapping'
[DEBUG] 2021-05-16 10:46:39.179 [main] SimpleUrlHandlerMapping (188)  - Patterns [/webjars/**, /**] in 'resourceHandlerMapping'
[DEBUG] 2021-05-16 10:46:39.190 [main] ExceptionHandlerExceptionResolver (307)  - ControllerAdvice beans: 0 @ExceptionHandler, 1 ResponseBodyAdvice
[INFO ] 2021-05-16 10:46:39.287 [main] SafetyNetAlertsApplicationTests (61)  - Started SafetyNetAlertsApplicationTests in 0.863 seconds (JVM running for 10.169)
[INFO ] 2021-05-16 10:46:39.363 [main] PersonControllerTest (55)  - Starting PersonControllerTest using Java 11.0.10 on PCNICO with PID 18000 (started by NICO in E:\OpenCLassRooms\Workspace\IntelliJ\Projet5_safetyNetAlerts)
[INFO ] 2021-05-16 10:46:39.365 [main] PersonControllerTest (675)  - No active profile set, falling back to default profiles: default
[DEBUG] 2021-05-16 10:46:39.368 [main] GenericWebApplicationContext (629)  - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@1039db8
[DEBUG] 2021-05-16 10:46:39.667 [main] RequestMappingHandlerAdapter (625)  - ControllerAdvice beans: 0 @ModelAttribute, 0 @InitBinder, 1 RequestBodyAdvice, 1 ResponseBodyAdvice
[DEBUG] 2021-05-16 10:46:39.688 [main] RequestMappingHandlerMapping (361)  - 6 mappings in 'requestMappingHandlerMapping'
[DEBUG] 2021-05-16 10:46:39.742 [main] SimpleUrlHandlerMapping (188)  - Patterns [/webjars/**, /**] in 'resourceHandlerMapping'
[DEBUG] 2021-05-16 10:46:39.756 [main] ExceptionHandlerExceptionResolver (307)  - ControllerAdvice beans: 0 @ExceptionHandler, 1 ResponseBodyAdvice
[INFO ] 2021-05-16 10:46:39.827 [main] PersonControllerTest (61)  - Started PersonControllerTest in 0.492 seconds (JVM running for 10.709)
[DEBUG] 2021-05-16 10:46:39.842 [main] RequestMappingHandlerMapping (522)  - Mapped to com.nico5310.safetyNetAlerts.controller.PersonController#updatePerson(Person, String)
[DEBUG] 2021-05-16 10:46:39.866 [main] RequestResponseBodyMethodProcessor (91)  - Read "application/json;charset=UTF-8" to [ZZZZ, null, null, null, null, null, null
]
[INFO ] 2021-05-16 10:46:39.869 [main] PersonController (47)  - updatePerson PUT request SUCCESS
[DEBUG] 2021-05-16 10:46:39.873 [main] RequestResponseBodyMethodProcessor (268)  - Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] 2021-05-16 10:46:39.874 [main] RequestResponseBodyMethodProcessor (91)  - Writing [nicolas, biancucci, 4 le village, thurigneux, 01390, 0611111111, nicolas@gmail.com
]
[DEBUG] 2021-05-16 10:46:39.888 [main] RequestMappingHandlerMapping (522)  - Mapped to com.nico5310.safetyNetAlerts.controller.PersonController#addPerson(Person)
[DEBUG] 2021-05-16 10:46:39.889 [main] RequestResponseBodyMethodProcessor (91)  - Read "application/json;charset=UTF-8" to [nicolas, biancucci, 4 le village, thurigneux, null, null, null
]
[INFO ] 2021-05-16 10:46:39.890 [main] PersonController (35)  - addPerson POST request SUCCESS
